지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
90,속초,2020-06-08,22.8,16.7,29.4,1.9
90,속초,2020-06-09,25,20.4,32,1.3
90,속초,2020-06-10,24.2,19.6,29.6,1.7
90,속초,2020-06-11,24.7,21.9,29.1,1.8
90,속초,2020-06-12,20.4,19.3,22.3,1.1
90,속초,2020-06-13,23.5,19.2,29.5,1.8
90,속초,2020-06-14,27.3,20.4,33.2,2.3
90,속초,2020-06-15,28.4,23.5,33,3.4
90,속초,2020-06-16,23.5,18.7,27.3,2.3
90,속초,2020-06-17,22.5,17.4,27.5,1.7
90,속초,2020-06-18,20.7,17.9,24.3,2.4
90,속초,2020-06-19,18.1,17.2,18.9,1.9
90,속초,2020-06-20,20.3,16.1,23.8,2.3
90,속초,2020-06-21,21.3,18.6,25,2.4
90,속초,2020-06-22,21.1,17.4,26.7,1.4
90,속초,2020-06-23,21.9,18.8,26,1.2
90,속초,2020-06-24,20,18.8,21.8,1.7
90,속초,2020-06-25,19.3,18.5,21.6,2.8
90,속초,2020-06-26,23.8,18.2,28.6,2
90,속초,2020-06-27,25.3,20.6,30.4,2
90,속초,2020-06-28,21.6,19.4,24.1,1.6
90,속초,2020-06-29,21.4,20.5,23.1,1.8
90,속초,2020-06-30,18.7,16.4,21,5.6
90,속초,2020-07-01,19.5,16.1,25,1.2
90,속초,2020-07-02,22,18,25.7,1.5
90,속초,2020-07-03,21.7,18.6,25.2,2.2
90,속초,2020-07-04,21.1,18,24.8,1.6
90,속초,2020-07-05,23.2,18.4,28.2,2
90,속초,2020-07-06,22.8,19,27.9,1.2
90,속초,2020-07-07,23.1,21,26.9,1.6
90,속초,2020-07-08,23.4,20.6,27,1.7
90,속초,2020-07-09,22.7,21.1,25.8,1.8
90,속초,2020-07-10,21.5,20.5,22.3,2.1
90,속초,2020-07-11,19.3,16.7,21.8,2.5
90,속초,2020-07-12,19.7,15.6,22.8,1.3
90,속초,2020-07-13,19,18.2,19.9,3.3
90,속초,2020-07-14,18.4,17.1,19.8,3.4
90,속초,2020-07-15,19.6,16.3,23.2,1.4
90,속초,2020-07-16,20.5,15.7,24.3,2.3
90,속초,2020-07-17,21.5,17.9,24.9,2.3
90,속초,2020-07-18,21.6,19.6,25.3,1.9
90,속초,2020-07-19,21.1,19.3,24.4,.9
90,속초,2020-07-20,26.9,20.8,30.9,2.2
90,속초,2020-07-21,25.2,22,28.9,1.8
90,속초,2020-07-22,22.8,20.8,25.3,.8
90,속초,2020-07-23,21.1,19.2,22.7,1.6
90,속초,2020-07-24,19.8,18.3,20.8,4.9
90,속초,2020-07-25,19.9,19.4,20.7,5.8
90,속초,2020-07-26,20.5,18.9,23.2,2.2
90,속초,2020-07-27,20.3,19.7,21.4,.7
90,속초,2020-07-28,21.3,20,23.8,.6
90,속초,2020-07-29,21.3,20.2,23.5,.7
90,속초,2020-07-30,22.7,20.9,25.3,.9
90,속초,2020-07-31,27.6,21.5,33.3,1.2
90,속초,2020-08-01,26.3,23.1,29.6,.7
90,속초,2020-08-02,24,22.8,28.7,.9
90,속초,2020-08-03,26.8,23.2,31.1,1.6
90,속초,2020-08-04,24.4,22.4,29.6,1.5
90,속초,2020-08-05,21.5,20.6,23.2,1
90,속초,2020-08-06,22.6,20.7,26,2.2
90,속초,2020-08-07,24.2,21,28.3,.7
90,속초,2020-08-08,22.2,20.8,23.8,1.2
90,속초,2020-08-09,22.9,20.6,28.6,1.2
90,속초,2020-08-10,25,22.9,30.2,1.7
90,속초,2020-08-11,25.6,21.2,31.2,1.1
90,속초,2020-08-12,28.2,22.9,32.4,1
90,속초,2020-08-13,28.9,24.8,34.9,1
90,속초,2020-08-14,31,29.1,32.9,2.1
90,속초,2020-08-15,29.7,25,33.3,1.7
90,속초,2020-08-16,28.9,25,32,1.4
90,속초,2020-08-17,29.3,25.3,33.1,1.7
90,속초,2020-08-18,28.6,24.3,33,1.4
90,속초,2020-08-19,29.5,23.3,35.1,1.7
90,속초,2020-08-20,24.4,21.6,29.7,1.7
90,속초,2020-08-21,21.2,20,22.5,1.5
90,속초,2020-08-22,22.1,20.3,25.1,1
90,속초,2020-08-23,23.6,19.6,27.7,1.6
90,속초,2020-08-24,24.7,20.4,28.5,.9
90,속초,2020-08-25,27.3,23.2,32.2,1.4
90,속초,2020-08-26,25.8,23.5,28.9,1.3
90,속초,2020-08-27,27.3,25.1,32.4,3
90,속초,2020-08-28,27.1,25.3,31.6,1
90,속초,2020-08-29,26.9,24.6,31.1,1.3
90,속초,2020-08-30,23.4,22.3,25.6,2.2
90,속초,2020-08-31,22.8,21.2,24.6,1.8
90,속초,2020-09-01,24,20.3,27.1,1.9
90,속초,2020-09-02,23,21.7,23.6,1.9
90,속초,2020-09-03,25.3,22.3,28.7,3.8
90,속초,2020-09-04,23.7,18.5,28.3,1.4
90,속초,2020-09-05,20.7,17.1,23.7,.8
90,속초,2020-09-06,18.3,16,22.6,1.1
90,속초,2020-09-07,21.3,15.3,26.2,4.1
90,속초,2020-09-08,25.1,22.5,27.3,3.6
90,속초,2020-09-09,22.6,19.5,26.5,1.3
90,속초,2020-09-10,22.3,18.5,28.1,1.5
90,속초,2020-09-11,20.2,18.3,23.1,1.9
90,속초,2020-09-12,18.5,16.4,20.1,4.8
90,속초,2020-09-13,17.4,15.4,20.6,1.9
90,속초,2020-09-14,20.1,14.7,27.9,.9
90,속초,2020-09-15,20.8,17.4,24.5,1.4
90,속초,2020-09-16,20.7,18.4,24.4,.9
90,속초,2020-09-17,21.3,18.8,24,1.9
90,속초,2020-09-18,21.6,19,26.6,2.4
90,속초,2020-09-19,21.9,17.4,26.8,1.7
90,속초,2020-09-20,18.5,13.9,22.5,2.2
90,속초,2020-09-21,17.2,13.8,21.7,2.1
90,속초,2020-09-22,16.8,13.1,21.3,1.7
90,속초,2020-09-23,17.3,13.3,20.9,2.2
90,속초,2020-09-24,18.3,15.3,20.2,4
90,속초,2020-09-25,18.3,16.6,19.8,4
90,속초,2020-09-26,17.6,15.9,19.9,3.1
90,속초,2020-09-27,17,13,20.9,1.3
90,속초,2020-09-28,17,12.1,21.9,1.8
90,속초,2020-09-29,18.3,13.5,23.7,1.1
90,속초,2020-09-30,16.8,14.7,20,2.6
90,속초,2020-10-01,16.5,14.8,18.7,1.4
90,속초,2020-10-02,18.8,14.3,23.7,1.1
90,속초,2020-10-03,18.3,15.9,22.2,.9
90,속초,2020-10-04,17.7,12.2,22.9,1.8
90,속초,2020-10-05,14.7,10.3,20.5,2.5
90,속초,2020-10-06,13,8.6,17.7,1.7
90,속초,2020-10-07,14.2,9.8,19,1.4
90,속초,2020-10-08,15,11.5,19.6,2
90,속초,2020-10-09,15.7,11,19.5,2.2
90,속초,2020-10-10,14.8,11.4,18.4,2.2
90,속초,2020-10-11,14.6,10.9,19.6,1.4
90,속초,2020-10-12,15.4,11.3,20.7,1.1
90,속초,2020-10-13,14.4,10.9,17,2
90,속초,2020-10-14,13.8,9.3,18.8,2.2
90,속초,2020-10-15,11.2,6.8,16.9,1.4
90,속초,2020-10-16,13,7.6,16.8,1.2
90,속초,2020-10-17,12.3,8.3,17.2,1.4
90,속초,2020-10-18,14.8,8.6,21.2,1.5
90,속초,2020-10-19,15.1,10.2,19.8,1.4
90,속초,2020-10-20,14.5,10,20.5,1.4
90,속초,2020-10-21,14.6,9,18.2,.8
90,속초,2020-10-22,15.8,11.1,20.5,2
90,속초,2020-10-23,10.7,7.5,15.9,2.1
90,속초,2020-10-24,11.1,4.6,15.7,2.3
90,속초,2020-10-25,15.6,10.3,22.3,1.7
90,속초,2020-10-26,13.2,8.7,18.2,1.6
90,속초,2020-10-27,15.1,8.7,19.6,1.5
90,속초,2020-10-28,14,8.6,19.3,2.3
90,속초,2020-10-29,10,6.5,14.6,2
90,속초,2020-10-30,10.9,6,15.3,1.9
90,속초,2020-10-31,13,5.7,18.5,1.4
90,속초,2020-11-01,15.8,13.6,19,2.3
90,속초,2020-11-02,12.9,8,17.2,1.6
90,속초,2020-11-03,6.7,3.3,11.3,3.2
90,속초,2020-11-04,7.6,.6,13.5,1.7
90,속초,2020-11-05,13.2,7,17.8,1.8
90,속초,2020-11-06,16.6,12.4,21.3,1.9
90,속초,2020-11-07,17.3,14.2,20.7,2.6
90,속초,2020-11-08,11,5.1,14.7,2.6
90,속초,2020-11-09,7.2,1.2,12.4,2.1
90,속초,2020-11-10,7,3.2,11.6,1.3
90,속초,2020-11-11,9.7,4.1,15.6,1.4
90,속초,2020-11-12,14.1,5.3,19.7,1.3
90,속초,2020-11-13,13.2,7.7,19.1,1.8
90,속초,2020-11-14,11.5,6.4,16.1,1.5
90,속초,2020-11-15,14,7,19.5,1.6
90,속초,2020-11-16,14.8,11.4,18.1,2.1
90,속초,2020-11-17,14,10.8,17.8,1.4
90,속초,2020-11-18,15.1,12.1,18.5,1
90,속초,2020-11-19,17.3,12,23.1,3.6
90,속초,2020-11-20,7.4,3,12.2,3.5
90,속초,2020-11-21,7.8,1.9,12.6,1.8
90,속초,2020-11-22,8.2,5.1,10,2.1
90,속초,2020-11-23,5.1,1.3,10.6,1.8
90,속초,2020-11-24,4.9,.6,9.4,1.4
90,속초,2020-11-25,6.9,1.9,11.3,1.8
90,속초,2020-11-26,6.8,2.7,9.9,1.9
90,속초,2020-11-27,6.8,4.1,9.9,2.7
90,속초,2020-11-28,2.4,-.6,5.9,1.8
90,속초,2020-11-29,1.9,-.5,5.4,2.6
90,속초,2020-11-30,2.3,-2.1,6.9,1.7
90,속초,2020-12-01,2.1,-2.9,6.6,1.3
90,속초,2020-12-02,4.1,1.2,8.6,1
90,속초,2020-12-03,3.7,-.3,7.6,2.8
90,속초,2020-12-04,2.5,-2.7,8.7,1.9
90,속초,2020-12-05,4.1,.2,8.6,1.6
90,속초,2020-12-06,6,.6,10.4,2.1
90,속초,2020-12-07,5.5,.7,10.4,2.7
90,속초,2020-12-08,.9,-3.1,5.6,1.3
90,속초,2020-12-09,3.8,-2.2,8.2,1.7
90,속초,2020-12-10,7.3,3.8,10.5,2
90,속초,2020-12-11,7.1,4.9,10.2,1.8
90,속초,2020-12-12,4.7,.7,8.1,2.5
90,속초,2020-12-13,.2,-3.4,2.7,1.7
90,속초,2020-12-14,-5.7,-9.6,-3.2,2.7
90,속초,2020-12-15,-6,-9.7,-2.2,2.4
90,속초,2020-12-16,-5.7,-9.2,-1.6,2.3
90,속초,2020-12-17,-2.3,-8.7,3,1.8
90,속초,2020-12-18,.4,-4,4.4,2.5
90,속초,2020-12-19,-1.8,-6.1,2,2.4
90,속초,2020-12-20,-1.5,-6.5,4.5,1.4
90,속초,2020-12-21,1.6,-4.1,6.8,1.6
90,속초,2020-12-22,4.1,-.1,7.2,1.7
90,속초,2020-12-23,7.5,4,10,2.4
90,속초,2020-12-24,5.1,0,8.8,3.6
90,속초,2020-12-25,.2,-3.4,3.6,2.7
90,속초,2020-12-26,4.2,-1.2,8.6,2.5
90,속초,2020-12-27,7,-.2,11,1.6
90,속초,2020-12-28,6.9,3.9,11.2,1.8
90,속초,2020-12-29,3.7,.9,7.1,2.5
90,속초,2020-12-30,-6.4,-10.6,1,2.7
90,속초,2020-12-31,-6.3,-11.3,-1.8,3.1
90,속초,2021-01-01,-2.9,-7.7,1.2,2.2
90,속초,2021-01-02,-2.5,-6.3,1.5,2.3
90,속초,2021-01-03,-2.5,-5.8,.7,3.6
90,속초,2021-01-04,-.9,-4.2,3.2,2.7
90,속초,2021-01-05,-3.2,-7.3,.1,2.5
90,속초,2021-01-06,-5.9,-9.4,-2.2,2.2
90,속초,2021-01-07,-12.1,-14.8,-5.9,4.2
90,속초,2021-01-08,-13,-16.1,-9,2.5
90,속초,2021-01-09,-10.2,-15.6,-5.3,2.5
90,속초,2021-01-10,-5.9,-12.6,-1.2,1.9
90,속초,2021-01-11,-4.4,-9.2,-.3,1.5
90,속초,2021-01-12,-.8,-4.8,2.5,2.7
90,속초,2021-01-13,5.7,-.8,9.3,2.4
90,속초,2021-01-14,2.8,-1.2,6,1.8
90,속초,2021-01-15,3.2,-1.2,7.8,2.6
90,속초,2021-01-16,-.2,-5.3,4.8,2.8
90,속초,2021-01-17,-3.9,-7.1,-.2,2.3
90,속초,2021-01-18,-2.6,-6.9,2.5,2.6
90,속초,2021-01-19,-6.1,-10.9,-1.6,1.3
90,속초,2021-01-20,1,-5.9,7.9,1.2
90,속초,2021-01-21,6.4,.3,9.7,1.5
90,속초,2021-01-22,5,2.2,7.3,1.6
90,속초,2021-01-23,1.8,.9,4.9,1.9
90,속초,2021-01-24,3.5,1.9,5.6,.9
90,속초,2021-01-25,4.1,.5,7.9,1.3
90,속초,2021-01-26,5.3,3.4,8.5,1.4
90,속초,2021-01-27,3.3,.3,6.7,2
90,속초,2021-01-28,-.5,-7.6,8.1,3.4
90,속초,2021-01-29,-6.4,-9.7,-2.8,3.7
90,속초,2021-01-30,1.3,-7.9,5.1,3.2
90,속초,2021-01-31,2.8,-3.1,8.2,1.6
90,속초,2021-02-01,7.7,2.6,13.7,2.7
90,속초,2021-02-02,-2.7,-5.8,3.6,3.7
90,속초,2021-02-03,-2.2,-7.6,2,2.4
90,속초,2021-02-04,.1,-2.8,2.9,2.7
90,속초,2021-02-05,5.1,-.4,9.2,3
90,속초,2021-02-06,8.7,5.1,12.5,2.5
90,속초,2021-02-07,3.9,-.5,9.1,1.9
90,속초,2021-02-08,-1.2,-3.9,1.5,2.6
90,속초,2021-02-09,1.7,-4.8,7.3,2
90,속초,2021-02-10,5.8,1.5,10.4,2.5
90,속초,2021-02-11,6.1,.6,10.7,2
90,속초,2021-02-12,6.7,1.5,13.8,1.5
90,속초,2021-02-13,4,.3,8.1,1.2
90,속초,2021-02-14,5.9,.9,11.1,1.4
90,속초,2021-02-15,3.1,-3.2,8.5,2.8
90,속초,2021-02-16,-2.9,-6.2,.7,4
90,속초,2021-02-17,-7.5,-10,-4.2,2.9
90,속초,2021-02-18,-4,-10.1,1.8,1.4
90,속초,2021-02-19,5.7,-4.3,11.1,2.6
90,속초,2021-02-20,12.7,7.9,17.8,3
90,속초,2021-02-21,7.4,3.1,14.4,2.6
90,속초,2021-02-22,4,1.9,7.6,1.5
90,속초,2021-02-23,.6,-2.5,3.6,1.8
90,속초,2021-02-24,1,-2.7,5.4,1.7
90,속초,2021-02-25,2.9,-1.9,7,1.1
90,속초,2021-02-26,4.5,.2,7.7,2.1
90,속초,2021-02-27,3.9,1.7,6.5,1.8
90,속초,2021-02-28,6.1,-1.5,10.7,1.6
90,속초,2021-03-01,2,-.4,10,3
90,속초,2021-03-02,-1.3,-4.1,.5,2.1
90,속초,2021-03-03,2.1,-4.5,7.4,1.4
90,속초,2021-03-04,5.9,.7,10.5,1.1
90,속초,2021-03-05,9.5,1.5,16.5,1.6
90,속초,2021-03-06,.5,-1.1,10.3,2.6
90,속초,2021-03-07,1.7,-.9,5.1,.9
90,속초,2021-03-08,2.7,-.3,6.5,1.5
90,속초,2021-03-09,8.1,-.3,15.2,1.7
90,속초,2021-03-10,7.4,2.2,11.5,2.6
90,속초,2021-03-11,10.6,1.8,16.1,1.6
90,속초,2021-03-12,6.6,5.1,10.6,2.9
90,속초,2021-03-13,6,2.4,10.1,1.5
90,속초,2021-03-14,8,3,13.2,1.1
90,속초,2021-03-15,10.6,4,14.2,1.1
90,속초,2021-03-16,10.5,4.8,15.9,2.6
90,속초,2021-03-17,7.3,2.8,10.3,1.8
90,속초,2021-03-18,7.1,5.2,9.1,1.9
90,속초,2021-03-19,7.4,6.2,9,1.5
90,속초,2021-03-20,7.4,5.7,9.9,1.8
90,속초,2021-03-21,7.3,4.7,11.6,3.2
90,속초,2021-03-22,8.1,3,12.8,3.1
90,속초,2021-03-23,12.8,6.5,18.9,2.7
90,속초,2021-03-24,13.8,9.5,17.8,2.3
90,속초,2021-03-25,14.3,9.5,18.7,2.1
90,속초,2021-03-26,13.6,10.1,17.9,2.3
90,속초,2021-03-27,9.1,7.3,11.4,1.5
90,속초,2021-03-28,12.4,7.9,17.3,2
90,속초,2021-03-29,13.8,9.4,18.6,4.5
90,속초,2021-03-30,12.2,7.2,18.6,2
90,속초,2021-03-31,11.1,5.4,15.2,1.3
90,속초,2021-04-01,10,7.3,13.1,1.8
90,속초,2021-04-02,11.3,7.3,15.5,1.4
90,속초,2021-04-03,10.1,9.2,11.4,2.1
90,속초,2021-04-04,7.5,3,10.8,3.3
90,속초,2021-04-05,8.9,2,14.2,2
90,속초,2021-04-06,14.1,5.4,20.4,1.8
90,속초,2021-04-07,14.6,9.2,17.6,2.7
90,속초,2021-04-08,11,7.8,14.1,2.6
90,속초,2021-04-09,9.4,4.2,12.8,3.3
90,속초,2021-04-10,9.4,2.1,14.7,2.4
90,속초,2021-04-11,12.2,6.6,18.2,2.1
90,속초,2021-04-12,11,8.9,14.7,1
90,속초,2021-04-13,13.5,8.8,19.5,2.5
90,속초,2021-04-14,10.7,5.2,15.1,2.3
90,속초,2021-04-15,12.4,8,16.5,2.7
90,속초,2021-04-16,14.5,8.7,18.8,2.5
90,속초,2021-04-17,11.1,7.2,16.4,2.6
90,속초,2021-04-18,12.1,7.6,15,2.6
90,속초,2021-04-19,18.2,10.5,23.8,4.1
90,속초,2021-04-20,16.8,11.6,23.5,2.8
90,속초,2021-04-21,13.9,8.3,17.5,1.3
90,속초,2021-04-22,13.9,10.9,17.9,1.5
90,속초,2021-04-23,11.7,11,13.4,2.4
90,속초,2021-04-24,12.9,9.5,17.6,1.5
90,속초,2021-04-25,11.7,6.5,16,2.5
90,속초,2021-04-26,11.7,4.8,17,2.6
90,속초,2021-04-27,15.8,10.5,20.3,1.3
90,속초,2021-04-28,18.2,13.6,22.6,2.6
90,속초,2021-04-29,11.8,9.7,16.7,1.3
90,속초,2021-04-30,9.9,7.7,13.4,2
90,속초,2021-05-01,9.7,8.1,12.1,3.1
90,속초,2021-05-02,13.4,7.6,16.9,1.7
90,속초,2021-05-03,17.4,13.9,22.7,2.2
90,속초,2021-05-04,16.2,10.8,19.7,2.1
90,속초,2021-05-05,17,10.8,21.9,3
90,속초,2021-05-06,19.1,13.5,26.4,2.1
90,속초,2021-05-07,18.8,14,23.6,4
90,속초,2021-05-08,18.7,14,24.3,3.7
90,속초,2021-05-09,18.4,14,23.5,3.9
90,속초,2021-05-10,16.2,10.2,19.6,1.9
90,속초,2021-05-11,14.1,7.7,19,1.9
90,속초,2021-05-12,13.7,8.2,19.1,1.4
90,속초,2021-05-13,15.2,10.5,19.8,1.5
90,속초,2021-05-14,16.1,12.1,21.1,1.7
90,속초,2021-05-15,16,14.8,19,1.4
90,속초,2021-05-16,12.6,9.9,15.8,2.8
90,속초,2021-05-17,12.9,10,15.7,.9
90,속초,2021-05-18,15.3,9.1,20.7,2
90,속초,2021-05-19,22.4,14.1,28.6,1.4
90,속초,2021-05-20,17,14.3,22.5,1.5
90,속초,2021-05-21,15.1,12.7,18.3,2.7
90,속초,2021-05-22,21,13.8,28.3,1.4
90,속초,2021-05-23,23.7,16.6,29.8,1.7
90,속초,2021-05-24,20.9,15.8,24.8,1.9
90,속초,2021-05-25,15.7,11.8,20.3,2.8
90,속초,2021-05-26,20.4,13.7,26.2,2.1
90,속초,2021-05-27,16,13,22.4,1.4
90,속초,2021-05-28,15.6,13,21.1,2.5
90,속초,2021-05-29,15.8,12.6,19.3,2
90,속초,2021-05-30,17.8,11.8,22.3,1.9
90,속초,2021-05-31,16.3,14,20.6,1.3
90,속초,2021-06-01,16.2,13.3,18.6,1.1
90,속초,2021-06-02,17.1,13.9,21.3,1.3
90,속초,2021-06-03,15.9,14,18.4,1.6
90,속초,2021-06-04,21.3,12.9,26.8,2.1
90,속초,2021-06-05,23.2,19.6,28.2,2.3
90,속초,2021-06-06,22.9,19,27.4,2.3
90,속초,2021-06-07,24.5,19.9,30,2
90,속초,2021-06-08,20.2,17.6,23.7,1.8
90,속초,2021-06-09,19.9,17,23.2,2.1
90,속초,2021-06-10,18.9,17.7,20.8,1.3
90,속초,2021-06-11,23.5,18,29.4,1.5
90,속초,2021-06-12,21.9,17.8,25.6,1.8
90,속초,2021-06-13,19.3,15.2,23.2,1.6
90,속초,2021-06-14,20.3,18,23.3,1.2
90,속초,2021-06-15,20.1,19.4,21.1,1
90,속초,2021-06-16,19,17.7,21.2,2
90,속초,2021-06-17,18.7,16.2,21.1,1.7
90,속초,2021-06-18,22.5,17.9,28.7,1.3
90,속초,2021-06-19,21,18.4,23.9,1.9
90,속초,2021-06-20,20.7,18.5,23.4,3.1
90,속초,2021-06-21,18.8,16.4,20.9,2.2
90,속초,2021-06-22,17.4,16.2,19.4,1
90,속초,2021-06-23,18.5,15.6,22.9,1.4
90,속초,2021-06-24,19.4,14,23.9,1.9
90,속초,2021-06-25,20.8,16.5,24.9,1.9
90,속초,2021-06-26,20.3,18.8,22.7,.8
90,속초,2021-06-27,21.4,18.3,25,1
90,속초,2021-06-28,21.5,19.1,24.5,1
90,속초,2021-06-29,21.9,17.4,25.8,1.8
90,속초,2021-06-30,21.4,18.9,24.3,1.8
90,속초,2021-07-01,22.5,18.9,26.4,1.8
90,속초,2021-07-02,22.6,20.7,25.6,1
90,속초,2021-07-03,21.1,19.7,24.6,1.5
90,속초,2021-07-04,20.5,19.2,21.7,2.7
90,속초,2021-07-05,24.8,18.1,29.9,1.1
90,속초,2021-07-06,23.4,20.6,26.7,1.1
90,속초,2021-07-07,23.6,19.9,26.7,1.5
90,속초,2021-07-08,23.5,22.1,27.3,1.2
90,속초,2021-07-09,23.3,20.6,27.1,1.4
90,속초,2021-07-10,22.8,19.7,26.6,1.7
90,속초,2021-07-11,26.7,21.4,31.2,1.8
90,속초,2021-07-12,26.5,23.5,29.9,1.4
90,속초,2021-07-13,25.9,23.4,29.4,1.8
90,속초,2021-07-14,26.3,24.6,29.3,1.4
90,속초,2021-07-15,27,25.1,30.1,1.5
90,속초,2021-07-16,26.6,23.8,30.8,1.8
90,속초,2021-07-17,25.2,22.7,28.4,.9
90,속초,2021-07-18,26.3,22.4,30,1.5
90,속초,2021-07-19,27,23.1,31.2,1.4
90,속초,2021-07-20,26.8,23.6,30.5,1.2
90,속초,2021-07-21,27.1,23.9,31.4,1.5
90,속초,2021-07-22,25.9,21.8,30.7,1.6
90,속초,2021-07-23,26.3,22.6,30.8,1.8
90,속초,2021-07-24,26.6,23.4,30.4,1.6
90,속초,2021-07-25,26.4,22.6,30.3,1.5
90,속초,2021-07-26,27.3,24.7,31.2,1.4
90,속초,2021-07-27,27.6,24.2,31.7,1.2
90,속초,2021-07-28,27.1,22.9,31.6,1.3
90,속초,2021-07-29,27.4,22.9,32.1,1.8
90,속초,2021-07-30,28.4,23.9,32.9,1.4
90,속초,2021-07-31,28.4,25.2,33.2,.9
90,속초,2021-08-01,27.7,25,31.4,1.1
90,속초,2021-08-02,26.5,24.6,29.6,1
90,속초,2021-08-03,27.9,24.5,31.8,1.2
90,속초,2021-08-04,29.2,25.6,33.8,1.6
90,속초,2021-08-05,29.1,24.6,33.5,1.8
90,속초,2021-08-06,27.1,22.9,33.1,1.5
90,속초,2021-08-07,26.5,22.8,30.1,1.6
90,속초,2021-08-08,23.7,21.7,26.7,1.6
90,속초,2021-08-09,24.3,21.9,27.6,3.2
90,속초,2021-08-10,23.6,20.4,28.4,1.9
90,속초,2021-08-11,24.1,20.4,28.3,.9
90,속초,2021-08-12,24.2,21.7,27.4,1.5
90,속초,2021-08-13,23.8,21.4,26.9,1.8
90,속초,2021-08-14,22.7,20.9,24.5,3.1
90,속초,2021-08-15,22.1,19.8,25.1,1.6
90,속초,2021-08-16,22.7,19.8,26.5,1.5
90,속초,2021-08-17,21.6,20.4,24.2,1.8
90,속초,2021-08-18,22,20.7,23.8,2.3
90,속초,2021-08-19,22.9,20.7,25.5,2.5
90,속초,2021-08-20,23.6,20.9,27,1.6
90,속초,2021-08-21,23.6,20.2,29.4,1.5
90,속초,2021-08-22,27.5,24.9,30.9,2.7
90,속초,2021-08-23,23.2,20,26.3,.8
90,속초,2021-08-24,21.2,19.6,22.8,.7
90,속초,2021-08-25,22.1,21.4,23,1.1
90,속초,2021-08-26,24.4,20.9,29.1,1.3
90,속초,2021-08-27,24.4,20.4,28.1,2.1
90,속초,2021-08-28,25.8,21,30.8,1.9
90,속초,2021-08-29,24.8,21,27.8,1.1
90,속초,2021-08-30,23.8,19.9,28.6,1.2
90,속초,2021-08-31,21.1,17.1,24.7,1.6
90,속초,2021-09-01,19.1,16.9,21,1.6
90,속초,2021-09-02,21.2,17.9,24.9,1.4
90,속초,2021-09-03,21.3,17.9,25.8,1.8
90,속초,2021-09-04,21.2,17.5,25.2,2.4
90,속초,2021-09-05,21.1,18.2,24.4,2.3
90,속초,2021-09-06,22.5,18.9,25.2,3.1
90,속초,2021-09-07,19.1,17.4,22.3,2.4
90,속초,2021-09-08,20.3,17.4,24.1,1.6
90,속초,2021-09-09,21.8,16.8,26.3,1.5
90,속초,2021-09-10,22.9,17.7,26.1,1.4
90,속초,2021-09-11,24.8,19.5,28.2,1.6
90,속초,2021-09-12,22.3,19,26.5,1.3
90,속초,2021-09-13,21.8,18.4,25.6,2.8
90,속초,2021-09-14,21.4,17,26,1.4
90,속초,2021-09-15,21.7,18.8,25.5,1.9
90,속초,2021-09-16,20.7,17.3,25.2,1.3
90,속초,2021-09-17,21.3,19,24.7,1.4
90,속초,2021-09-18,21.2,18.6,24.6,1.6
90,속초,2021-09-19,20.8,17.2,24.2,1.2
90,속초,2021-09-20,21.4,16.8,26.4,1.9
90,속초,2021-09-21,22.5,18.5,28.8,1.2
90,속초,2021-09-22,22.8,20.3,26.5,2.6
90,속초,2021-09-23,21.4,17.1,26.1,2
90,속초,2021-09-24,19.7,16.8,23.6,1.9
90,속초,2021-09-25,18.2,17.1,19.4,1
90,속초,2021-09-26,19.8,16.7,24,1.4
90,속초,2021-09-27,19,16.1,22.6,.9
90,속초,2021-09-28,19.5,17.3,22.1,.9
90,속초,2021-09-29,18.1,16,19.8,1.5
90,속초,2021-09-30,19.4,14.6,24.8,1.6
90,속초,2021-10-01,20,15.4,25.6,1.5
90,속초,2021-10-02,20.1,16.3,24.6,1.5
90,속초,2021-10-03,22.3,16.9,27.4,1.4
90,속초,2021-10-04,25.1,21.5,27,2
90,속초,2021-10-05,17.6,15.8,21.6,2.5
90,속초,2021-10-06,16.5,15.6,18.2,2.8
90,속초,2021-10-07,16.7,15.7,19,1.6
90,속초,2021-10-08,17.1,15.8,18.6,1.2
90,속초,2021-10-09,18.8,17.4,20.7,1.2
90,속초,2021-10-10,21.9,17.9,27.5,1.5
90,속초,2021-10-11,15.9,14.1,20,1.2
90,속초,2021-10-12,16.9,13.6,20.9,1.9
90,속초,2021-10-13,17.6,14.6,22.1,1.3
90,속초,2021-10-14,19.7,14,24.2,1.4
90,속초,2021-10-15,16.9,14.8,20.4,2.2
90,속초,2021-10-16,12.8,5.8,18.9,2.7
90,속초,2021-10-17,6.3,2.2,10.8,1.6
90,속초,2021-10-18,11.4,3.3,17.4,1.7
90,속초,2021-10-19,10.6,6.9,15.5,2.4
90,속초,2021-10-20,9.2,5.4,14,1.7
90,속초,2021-10-21,10.7,6,15.5,2
90,속초,2021-10-22,10.8,8.4,15.2,2.4
90,속초,2021-10-23,12.4,7.8,18.4,1.8
90,속초,2021-10-24,13,8.4,19,1.4
90,속초,2021-10-25,13.1,7.6,18.5,1.3
90,속초,2021-10-26,15.9,8.9,21.1,1.7
90,속초,2021-10-27,15.2,10.5,19.5,2
90,속초,2021-10-28,13.1,9.4,18.4,2.2
90,속초,2021-10-29,13.5,8.9,19.5,1.6
90,속초,2021-10-30,13.9,9.6,19.9,1.3
