지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
106,동해,2022-01-08,5.2,-.2,9.7,2.2
106,동해,2022-01-09,4.8,.8,7.8,1.8
106,동해,2022-01-10,4.1,-.6,8.3,1.5
106,동해,2022-01-11,.5,-3.9,5.1,3.3
106,동해,2022-01-12,-1.4,-6.5,3.6,2.6
106,동해,2022-01-13,-1.9,-4.1,.4,3.5
106,동해,2022-01-14,-1.1,-6.2,3.9,1.7
106,동해,2022-01-15,3.6,-1.7,8.6,1.3
106,동해,2022-01-16,4.5,-.4,8.5,3
106,동해,2022-01-17,-.3,-2.7,3.3,3.3
106,동해,2022-01-18,-2,-5.8,1.7,1.9
106,동해,2022-01-19,.5,-3.7,5.3,1.8
106,동해,2022-01-20,-.9,-3.6,2,3.1
106,동해,2022-01-21,.2,-4.9,4.5,1.7
106,동해,2022-01-22,3.1,-2.5,9.1,1.9
106,동해,2022-01-23,4.2,1.2,7.3,2
106,동해,2022-01-24,4.3,2.7,5.7,2.4
106,동해,2022-01-25,5.1,2.2,7.7,1.4
106,동해,2022-01-26,5.4,2.2,9.6,2.4
106,동해,2022-01-27,3.2,-.4,7.4,2
106,동해,2022-01-28,2.3,-1.1,4.9,2.2
106,동해,2022-01-29,1.9,-1.2,5,2.3
106,동해,2022-01-30,.7,-3.4,4.2,2.1
106,동해,2022-01-31,2.5,-1.8,7.6,1.7
106,동해,2022-02-01,2.7,.4,5.5,3.1
106,동해,2022-02-02,1.4,-1.4,6.5,2.1
106,동해,2022-02-03,1.5,-2,5.9,2.8
106,동해,2022-02-04,0,-2.9,4.2,3.5
106,동해,2022-02-05,-2.3,-6.9,2,3.6
106,동해,2022-02-06,.2,-4.8,5.2,3.3
106,동해,2022-02-07,.4,-2.5,3.6,1.8
106,동해,2022-02-08,1.4,-1.6,5.7,1.6
106,동해,2022-02-09,3.2,-2.7,8.8,1.9
106,동해,2022-02-10,3.6,.1,7.8,2.8
106,동해,2022-02-11,4.2,-1.6,9.7,1.6
106,동해,2022-02-12,6.6,3.2,8.2,2
106,동해,2022-02-13,5.6,1.9,9.5,2.2
106,동해,2022-02-14,6.1,.6,10.1,1.9
106,동해,2022-02-15,.8,-2.8,4.8,3.1
106,동해,2022-02-16,-3.2,-5.8,1.4,3.7
106,동해,2022-02-17,-3.5,-7.7,.7,3.4
106,동해,2022-02-18,1.7,-5.3,7,2
106,동해,2022-02-19,3.8,.4,7.7,1.7
106,동해,2022-02-20,-1,-4.3,3,3.5
106,동해,2022-02-21,1.3,-2.9,5.1,3.1
106,동해,2022-02-22,-.1,-3.4,4,3.1
106,동해,2022-02-23,-1.8,-5.9,1.9,2.1
106,동해,2022-02-24,2.1,-4.7,8.9,2.4
106,동해,2022-02-25,7.4,2.6,13,3.3
106,동해,2022-02-26,9.8,5.9,15,4.5
106,동해,2022-02-27,7.5,3.2,12.8,2.9
106,동해,2022-02-28,9,3.7,14.8,1.6
106,동해,2022-03-01,10,6,14.7,2.3
106,동해,2022-03-02,7.3,2.5,12.1,2
106,동해,2022-03-03,6.4,2,9.1,2.5
106,동해,2022-03-04,11.9,2,19.9,2.2
106,동해,2022-03-05,6.8,3.2,12.5,4.4
106,동해,2022-03-06,3.3,.1,6.8,3.2
106,동해,2022-03-07,5.3,-1.1,9.8,1.8
106,동해,2022-03-08,7,3.1,10.9,1.4
106,동해,2022-03-09,7.7,2.6,11.1,1.8
106,동해,2022-03-10,11.5,3.3,16.6,1.7
106,동해,2022-03-11,14.2,9.3,21.7,1.5
106,동해,2022-03-12,11.1,7.9,14.8,1.7
106,동해,2022-03-13,7.9,6.8,11,2.3
106,동해,2022-03-14,9.6,7.1,13.7,2.3
106,동해,2022-03-15,10.1,6.6,11.9,2
106,동해,2022-03-16,10.9,5.6,15.7,1.4
106,동해,2022-03-17,6.9,6,9.7,1.3
106,동해,2022-03-18,5.5,4.4,6.6,2.6
106,동해,2022-03-19,3.2,1.4,6,1.9
106,동해,2022-03-20,6.3,2.7,11.3,1.4
106,동해,2022-03-21,6.5,2.6,9.6,1.8
106,동해,2022-03-22,6.5,3.1,9.2,3
106,동해,2022-03-23,7.9,2.4,12,1.7
106,동해,2022-03-24,10.9,5.9,15.5,1.8
106,동해,2022-03-25,12.4,8.2,16.4,.9
106,동해,2022-03-26,11.3,8,15,3.4
106,동해,2022-03-27,11.8,6.9,17.9,2.5
106,동해,2022-03-28,7.8,2.2,12.1,2.2
106,동해,2022-03-29,10.5,4.2,14.5,2
106,동해,2022-03-30,11.5,7.9,15.9,1.3
106,동해,2022-03-31,6.9,4.3,8.6,1.7
106,동해,2022-04-01,6.6,2.9,10.4,2.1
106,동해,2022-04-02,8.6,3.4,12.7,1.8
106,동해,2022-04-03,9.8,4.8,13.9,1.9
106,동해,2022-04-04,11.7,6.8,16.5,2
106,동해,2022-04-05,14.9,7.8,21.8,1.7
106,동해,2022-04-06,11.8,8.1,15.8,2.4
106,동해,2022-04-07,13.9,7.8,20.8,2.4
106,동해,2022-04-08,14.1,6.1,21,2.6
106,동해,2022-04-09,23.6,19.2,28.1,5.6
106,동해,2022-04-10,22.6,16.7,30,2.5
106,동해,2022-04-11,19.7,14.4,24.1,1.9
106,동해,2022-04-12,17.8,11,24.1,2.6
106,동해,2022-04-13,8.7,7.7,11.1,2.4
106,동해,2022-04-14,9.3,8,10.1,2
106,동해,2022-04-15,9.3,5.7,13,2.4
106,동해,2022-04-16,11.1,3.5,15.9,2.4
106,동해,2022-04-17,16.4,12.1,19.8,2
106,동해,2022-04-18,16.4,10,20.5,2.5
106,동해,2022-04-19,13.9,8.5,17.6,1.3
106,동해,2022-04-20,18.9,14.4,25.4,2.7
106,동해,2022-04-21,18,11.8,23.2,1.7
106,동해,2022-04-22,21.2,14.6,26.3,2.2
106,동해,2022-04-23,15.4,11.9,20,2.4
106,동해,2022-04-24,18.8,11.7,24.1,1.6
106,동해,2022-04-25,18.8,16.9,22,1.5
106,동해,2022-04-26,17,13.7,23.3,1.4
106,동해,2022-04-27,14.4,10.6,22.8,3.4
106,동해,2022-04-28,13,9.5,15.9,1.2
106,동해,2022-04-29,9.4,7.7,13,2.4
106,동해,2022-04-30,12.3,6.5,15.1,2.6
106,동해,2022-05-01,14.3,11.1,18.5,2.9
106,동해,2022-05-02,10.5,7,15.1,2.3
106,동해,2022-05-03,17,6.7,24.5,2.1
106,동해,2022-05-04,23,18.9,27.8,2.7
106,동해,2022-05-05,19.5,16.4,23.5,1.6
106,동해,2022-05-06,18.9,14.4,23.4,1.7
106,동해,2022-05-07,14.6,10.7,22.2,2.2
106,동해,2022-05-08,12.7,8.5,15.1,1.7
106,동해,2022-05-09,14.8,10.9,19,1.2
106,동해,2022-05-10,13.6,7.7,18,2.1
106,동해,2022-05-11,15.2,10.7,18.7,1.2
106,동해,2022-05-12,16.1,14.2,19.6,3
106,동해,2022-05-13,13.1,11.2,15.7,2.4
106,동해,2022-05-14,16,9,22.5,2.2
106,동해,2022-05-15,14.5,9.6,18.4,2.2
106,동해,2022-05-16,18.3,12.2,23.8,2.6
106,동해,2022-05-17,19.3,12.7,23.2,1.8
106,동해,2022-05-18,22.8,19.2,28.4,2
106,동해,2022-05-19,21.3,17.7,26.1,1.8
106,동해,2022-05-20,22.2,18.7,26.2,1.6
106,동해,2022-05-21,22.6,17,27.3,1.8
106,동해,2022-05-22,19.8,15,25.1,2.1
106,동해,2022-05-23,18,14.6,22.5,1.8
106,동해,2022-05-24,22.5,16.1,29.3,1.6
106,동해,2022-05-25,22.8,18.9,26.1,1.5
106,동해,2022-05-26,20.4,14.8,24.1,2.5
106,동해,2022-05-27,17.4,15,21,1.3
106,동해,2022-05-28,25.6,15.5,32.7,2.3
106,동해,2022-05-29,22.4,17.8,27.2,1.9
106,동해,2022-05-30,17.7,16.6,20.5,2.9
106,동해,2022-05-31,19.7,14.4,22.6,1.8
106,동해,2022-06-01,20.8,16.2,28,2
106,동해,2022-06-02,20.3,16.5,25.4,1.6
106,동해,2022-06-03,19.1,16.9,21,2.4
106,동해,2022-06-04,18.5,15.4,21.1,2.5
106,동해,2022-06-05,17.8,16.5,20.4,1.7
106,동해,2022-06-06,14.8,13.5,17.4,3
106,동해,2022-06-07,14.9,13.4,17.7,2.8
106,동해,2022-06-08,15.6,13.5,18.4,1.1
106,동해,2022-06-09,16.4,13.2,19.2,1.2
106,동해,2022-06-10,18.4,14,22.5,1.4
106,동해,2022-06-11,18.3,16.7,20.8,1.7
106,동해,2022-06-12,18.2,14.6,21.1,1.5
106,동해,2022-06-13,18.9,16.8,21.4,1.9
106,동해,2022-06-14,17,14.4,19.9,2
106,동해,2022-06-15,16,14.1,18.1,2
106,동해,2022-06-16,19.3,15,21.9,1.2
106,동해,2022-06-17,22.9,18.2,27.5,1.8
106,동해,2022-06-18,24.1,21.5,27.1,1.3
106,동해,2022-06-19,23.8,20.8,26.6,1.1
106,동해,2022-06-20,24,21,28.1,1.5
106,동해,2022-06-21,21.8,20.1,25.4,1.4
106,동해,2022-06-22,22.4,19.9,29.5,1.2
106,동해,2022-06-23,22.2,19.7,28.9,1.1
106,동해,2022-06-24,26.3,21.6,30.6,1.8
106,동해,2022-06-25,28.1,23.2,34.1,2.9
106,동해,2022-06-26,26.1,21.9,30.4,1.7
106,동해,2022-06-27,24.7,21.4,29.9,1.3
106,동해,2022-06-28,30.2,22.3,33.6,2.6
106,동해,2022-06-29,26.1,22.3,30.7,1.7
106,동해,2022-06-30,24.8,21.7,30.3,1.6
106,동해,2022-07-01,25.8,21.7,30.3,1.6
106,동해,2022-07-02,24.5,21.2,29.4,1
106,동해,2022-07-03,24.7,22.6,30.5,.9
106,동해,2022-07-04,25.4,22.9,29.2,.8
106,동해,2022-07-05,23.9,22.1,27.4,1
106,동해,2022-07-06,24.2,23,26.4,1
106,동해,2022-07-07,25.5,23.4,29.3,.9
106,동해,2022-07-08,27.4,23.5,33.4,1.2
106,동해,2022-07-09,24.8,22.8,29.2,1.8
106,동해,2022-07-10,23.2,22.2,26,1.4
106,동해,2022-07-11,23.2,21.6,27,1.6
106,동해,2022-07-12,22,20.8,25.2,2
106,동해,2022-07-13,22,20.8,23.5,1.2
106,동해,2022-07-14,22.2,20.5,24.5,2.3
106,동해,2022-07-15,22.1,19.8,26.2,1.3
106,동해,2022-07-16,23,20,26.6,1.2
106,동해,2022-07-17,22.9,20.6,25,1.4
106,동해,2022-07-18,23.7,21.5,29,1.4
106,동해,2022-07-19,24.1,21.9,26.4,1.2
106,동해,2022-07-20,26.3,22.7,30.9,1.3
106,동해,2022-07-21,21.5,20.8,24.1,1.8
106,동해,2022-07-22,22.3,20.1,26,2.5
106,동해,2022-07-23,22.7,19.5,25.9,1.6
106,동해,2022-07-24,23.3,21.4,26,2.1
106,동해,2022-07-25,23.1,22.2,25.2,2.1
106,동해,2022-07-26,23.1,21.4,25.1,.9
106,동해,2022-07-27,24,20.9,27.4,1.3
106,동해,2022-07-28,24.5,22.7,27.2,.8
106,동해,2022-07-29,25.2,23.1,28.5,.8
106,동해,2022-07-30,25.2,24.3,27,.8
106,동해,2022-07-31,25,24,26.4,.7
106,동해,2022-08-01,25.7,24.4,28.8,.7
106,동해,2022-08-02,25.9,24.2,29.4,.8
106,동해,2022-08-03,27.9,25.9,32.6,1.2
106,동해,2022-08-04,27.7,25.1,34,1.3
106,동해,2022-08-05,28.4,25.3,31.3,1.4
106,동해,2022-08-06,29.3,26.7,33.2,1.2
106,동해,2022-08-07,28.9,26.3,32.1,1.5
106,동해,2022-08-08,27.8,25,32.1,1.8
106,동해,2022-08-09,24.6,21.8,27.2,1.2
106,동해,2022-08-10,22.3,21,24.4,.6
106,동해,2022-08-11,23,21.5,25.2,.7
106,동해,2022-08-12,25.6,22.3,28.4,1.2
106,동해,2022-08-13,24.6,21.6,27.1,1.1
106,동해,2022-08-14,25.3,23.6,27.9,1.1
106,동해,2022-08-15,28.8,24.1,31.8,1.4
106,동해,2022-08-16,26.8,23.7,31.7,1.7
106,동해,2022-08-17,23.4,20.7,25.9,1.1
106,동해,2022-08-18,23.1,19.2,26.4,1.3
106,동해,2022-08-19,24.3,21.4,27.6,.9
106,동해,2022-08-20,23.6,21.1,27.1,1.4
106,동해,2022-08-21,23,19.7,26.5,1.4
106,동해,2022-08-22,23.8,19.4,27.6,1
106,동해,2022-08-23,23.6,21.6,26.7,1.4
106,동해,2022-08-24,22.3,20.6,24.1,.8
106,동해,2022-08-25,21.7,18.7,25.4,.8
106,동해,2022-08-26,23.4,19.7,27.3,1.4
106,동해,2022-08-27,21.5,16.2,24.8,2.3
106,동해,2022-08-28,20.2,15,24.8,1.8
106,동해,2022-08-29,20.1,17.9,23,1.3
106,동해,2022-08-30,18.7,16.9,19.9,.5
106,동해,2022-08-31,19.7,19,22,1.5
106,동해,2022-09-01,21,17.7,25,1
106,동해,2022-09-02,21,17.1,24.6,1.2
106,동해,2022-09-03,21.7,19.6,25.2,.8
106,동해,2022-09-04,21.2,19.2,23.1,.8
106,동해,2022-09-05,20.6,18.3,24.1,1.7
106,동해,2022-09-06,20.6,18.1,26.2,4.2
106,동해,2022-09-07,21.5,16,26.3,2
106,동해,2022-09-08,19.8,15.2,24.6,1.9
106,동해,2022-09-09,19.4,14.8,24.3,1.4
106,동해,2022-09-10,20.1,15.8,24.6,2.2
106,동해,2022-09-11,21.5,19.2,24.6,1.5
106,동해,2022-09-12,21.3,18.8,24.4,1.1
106,동해,2022-09-13,22.2,20,25.2,1.5
106,동해,2022-09-14,22.5,20.6,25.3,2.7
106,동해,2022-09-15,21.8,19.3,24.5,1.4
106,동해,2022-09-16,22,17.9,25.7,1.4
106,동해,2022-09-17,23.8,20.4,27.4,1.2
106,동해,2022-09-18,23.3,21.7,24.7,2.2
106,동해,2022-09-19,20.3,16.3,23.4,6.5
106,동해,2022-09-20,16.8,12.9,20.4,3.1
106,동해,2022-09-21,16.1,11.7,20.8,2.5
106,동해,2022-09-22,17.8,11.7,22.6,2.2
106,동해,2022-09-23,19.4,14.6,26.2,2.2
106,동해,2022-09-24,18.2,13.8,23.2,1.9
106,동해,2022-09-25,17.7,13,22.1,1.8
106,동해,2022-09-26,18.5,14.1,24.5,1.5
106,동해,2022-09-27,17.9,14,23.2,1.4
106,동해,2022-09-28,18,12.3,23.9,1.7
106,동해,2022-09-29,19.3,13.9,24.7,1.7
106,동해,2022-09-30,19.9,14.1,25.5,1.8
106,동해,2022-10-01,21.5,16.2,29.1,1.8
106,동해,2022-10-02,18.5,14.6,22.5,1.4
106,동해,2022-10-03,20.9,17.6,27,1.5
106,동해,2022-10-04,16.4,12.9,27.2,3
106,동해,2022-10-05,12.9,12.3,13.4,1.2
106,동해,2022-10-06,14.1,12.5,15.2,2
106,동해,2022-10-07,13,11.8,16.1,3.1
106,동해,2022-10-08,13.5,10.6,18,1.3
106,동해,2022-10-09,15.4,10.9,20.4,1.8
106,동해,2022-10-10,13.1,10.5,16.5,4.8
106,동해,2022-10-11,13.6,9.7,19.6,2.3
106,동해,2022-10-12,13.8,8,19,1.7
106,동해,2022-10-13,15.3,10.3,20.6,1.9
106,동해,2022-10-14,15.4,10.9,20.9,1.1
106,동해,2022-10-15,16.5,12.2,20.2,1.1
106,동해,2022-10-16,17.3,14.7,20.2,.9
106,동해,2022-10-17,15.5,11.5,19.5,2.8
106,동해,2022-10-18,11.3,7,14.8,2.8
106,동해,2022-10-19,10.7,6,15.5,2
106,동해,2022-10-20,13.9,8.2,19.3,1.9
106,동해,2022-10-21,17.2,10.2,21.3,1.5
106,동해,2022-10-22,17.7,14.2,22.1,1.5
106,동해,2022-10-23,12.6,9.2,17.3,2.2
106,동해,2022-10-24,9,7.5,10.9,2.8
106,동해,2022-10-25,10.9,7.6,13.6,2.1
106,동해,2022-10-26,12.7,6.2,18.6,1.8
106,동해,2022-10-27,14.1,10,20.1,1.7
106,동해,2022-10-28,12.8,11.9,13.9,1.2
106,동해,2022-10-29,12.5,9.7,15.6,1
106,동해,2022-10-30,12.9,10.8,16.9,1.1
106,동해,2022-10-31,13.1,10.1,17.9,1.7
106,동해,2022-11-01,14.1,10.2,19.2,1.4
106,동해,2022-11-02,13.3,8.5,17.4,1.7
106,동해,2022-11-03,13.4,9.5,16.4,1.7
106,동해,2022-11-04,9.4,4.8,12.6,2.8
106,동해,2022-11-05,8.4,2.8,13.7,1.1
106,동해,2022-11-06,10.5,6.8,14.9,.9
106,동해,2022-11-07,12.4,7,17.3,1
106,동해,2022-11-08,13.3,8.9,17,1.5
106,동해,2022-11-09,14.2,8.8,19.1,1.5
106,동해,2022-11-10,15.1,11.5,19.6,1.7
106,동해,2022-11-11,15.1,11.6,19.1,1.6
106,동해,2022-11-12,17.8,10.3,23.2,1.8
106,동해,2022-11-13,13.2,10.2,21.1,2.9
106,동해,2022-11-14,11,8.2,15.4,1.1
106,동해,2022-11-15,11,7.6,14.9,2.3
106,동해,2022-11-16,11.8,8.7,15.7,1.8
106,동해,2022-11-17,11,8.1,15.2,1.5
106,동해,2022-11-18,11.6,7.8,18,2
106,동해,2022-11-19,11.9,8.2,17,1.7
106,동해,2022-11-20,12,7.8,17.2,1.4
106,동해,2022-11-21,14.1,7.5,20.5,1.5
106,동해,2022-11-22,12.6,9,15.6,1.3
106,동해,2022-11-23,11.5,8.9,14.5,2.2
106,동해,2022-11-24,10.6,6.9,14.3,1.6
106,동해,2022-11-25,15.3,6.7,21.2,2.1
106,동해,2022-11-26,13,6.2,17.3,2.8
106,동해,2022-11-27,8.5,2.7,13.2,1.5
106,동해,2022-11-28,12.5,5.8,17,1.5
106,동해,2022-11-29,12.6,8.3,16.6,2.2
106,동해,2022-11-30,1.6,-1.9,8.2,3.3
106,동해,2022-12-01,-.1,-3,4.4,2.9
106,동해,2022-12-02,1,-3.3,5.8,1.8
106,동해,2022-12-03,5.7,-.8,10,2.1
106,동해,2022-12-04,3.8,.6,6.3,2.2
106,동해,2022-12-05,2,-.6,5.4,1.8
106,동해,2022-12-06,3.6,-.6,6.5,2.7
106,동해,2022-12-07,7,4,9.2,2.9
106,동해,2022-12-08,7.4,4.3,11.7,2
106,동해,2022-12-09,6.8,2.5,11.7,1.4
106,동해,2022-12-10,6.7,2.3,10.6,2.2
106,동해,2022-12-11,6.8,2.5,10.1,2.9
106,동해,2022-12-12,6.8,1.3,13.6,2.1
106,동해,2022-12-13,4.3,.2,7.6,3
106,동해,2022-12-14,-3.3,-5.6,.3,3.9
106,동해,2022-12-15,1.3,-4.2,4.4,1.9
106,동해,2022-12-16,1.1,-2,4,1.7
106,동해,2022-12-17,-1.6,-5.3,2.1,2.7
106,동해,2022-12-18,-4.6,-7.6,-1.8,2.9
106,동해,2022-12-19,-1.9,-5.6,2.1,3
106,동해,2022-12-20,1.3,-3.6,6.9,1.3
106,동해,2022-12-21,4.7,.5,10.9,1.6
106,동해,2022-12-22,-2.5,-7.2,3.9,4.2
106,동해,2022-12-23,-6.1,-8.7,-3.1,3
106,동해,2022-12-24,1.6,-4.8,6.5,2.5
106,동해,2022-12-25,2.8,-.1,7,2
106,동해,2022-12-26,2.4,-1.7,7.3,1.6
106,동해,2022-12-27,3.4,-1.6,9.3,1.6
106,동해,2022-12-28,2.7,-.2,5.7,3.1
106,동해,2022-12-29,1.3,-2.4,5.1,2.9
106,동해,2022-12-30,2.9,-.1,7.1,1.8
106,동해,2022-12-31,2.7,-1.5,7,2.2
106,동해,2023-01-01,5.3,.8,9.9,2.7
106,동해,2023-01-02,2,-1.9,5.1,1.6
106,동해,2023-01-03,2.4,-1.6,7.3,2.6
106,동해,2023-01-04,2.7,-1.1,7.4,1.8
106,동해,2023-01-05,3.9,.4,8.6,2.4
106,동해,2023-01-06,5.1,.2,10,1.5
106,동해,2023-01-07,5.5,2.8,8.6,2.7
106,동해,2023-01-08,5.1,.1,10.3,1.4
106,동해,2023-01-09,7.5,2.9,12.7,2.4
106,동해,2023-01-10,6.5,1.5,9.9,2
106,동해,2023-01-11,9.2,3.4,14.5,1.7
106,동해,2023-01-12,11.2,5.6,17.9,1.8
106,동해,2023-01-13,9.6,7.8,12.7,1.8
106,동해,2023-01-14,5.8,2.2,8.9,3.3
106,동해,2023-01-15,2.5,1.5,3.4,1.6
106,동해,2023-01-16,1.4,-2.2,4.5,1.9
106,동해,2023-01-17,.3,-3.5,3.3,1.9
106,동해,2023-01-18,1.2,-2,4.3,1.7
106,동해,2023-01-19,2.3,-2.8,6.8,1.5
106,동해,2023-01-20,2.3,-2.8,5.7,3.1
106,동해,2023-01-21,-.6,-5.8,4.1,1.7
106,동해,2023-01-22,2,-1.9,6.3,1.3
106,동해,2023-01-23,4.4,0,8.4,1.9
106,동해,2023-01-24,-7.1,-11.1,2.8,3.9
106,동해,2023-01-25,-5.9,-12.4,-.5,2.5
106,동해,2023-01-26,-1.3,-6.8,1.8,1.5
106,동해,2023-01-27,-2.2,-5.5,2.1,3.1
106,동해,2023-01-28,-2.7,-7.2,1.5,3
106,동해,2023-01-29,1.3,-2.9,5.5,2.2
106,동해,2023-01-30,1.4,-.9,4.3,2.2
106,동해,2023-01-31,5.5,-.5,10.4,2.2
106,동해,2023-02-01,6.3,1.8,10.9,2.7
106,동해,2023-02-02,1.2,-2.7,4.4,1.8
106,동해,2023-02-03,1.9,-1.6,5.9,1.9
106,동해,2023-02-04,2.9,-1.1,7.3,2.5
106,동해,2023-02-05,4.6,-1.6,10.3,1.6
106,동해,2023-02-06,5.9,.9,11.1,1.7
106,동해,2023-02-07,5.2,.6,8.5,2.2
106,동해,2023-02-08,3.4,-.4,7.8,2.4
106,동해,2023-02-09,3.8,-1.1,7.4,1.8
106,동해,2023-02-10,4.1,1.5,6.7,1.7
106,동해,2023-02-11,5,-.2,10.5,1.9
106,동해,2023-02-12,6.6,2.8,9.7,2.7
106,동해,2023-02-13,4.2,1.1,7.1,2.4
106,동해,2023-02-14,1.2,-.6,3.5,2
106,동해,2023-02-15,.6,-.8,1.3,1.1
106,동해,2023-02-16,3.1,-1.6,7.8,1.5
106,동해,2023-02-17,6.3,1.3,10.5,1.4
106,동해,2023-02-18,7.4,4.5,10,.9
106,동해,2023-02-19,8.3,3.9,12.1,3
106,동해,2023-02-20,3.3,.7,7.4,3.2
106,동해,2023-02-21,.7,-1.4,3.6,2.7
106,동해,2023-02-22,4.5,-3.2,9.4,1.9
106,동해,2023-02-23,7,3.3,10.3,1.5
106,동해,2023-02-24,5.6,1.4,9.7,2.8
106,동해,2023-02-25,1.6,-.3,3.7,1.8
106,동해,2023-02-26,3.5,-1.2,8.5,1.9
106,동해,2023-02-27,8.9,1.8,14.6,1.7
106,동해,2023-02-28,12,6.8,16.4,1.9
106,동해,2023-03-01,8.9,5.7,12.2,2.2
106,동해,2023-03-02,3.8,.7,5.9,2.9
106,동해,2023-03-03,9.6,3.1,15.5,2
106,동해,2023-03-04,7.6,3.7,12.2,1.8
106,동해,2023-03-05,8.2,1.8,13,2
106,동해,2023-03-06,13.3,6.7,19.4,1.4
106,동해,2023-03-07,15.7,9.8,21.2,1.5
106,동해,2023-03-08,17.5,13.8,21.8,3
106,동해,2023-03-09,9.7,7.9,15.3,2
106,동해,2023-03-10,11.2,7.9,14.6,1.9
106,동해,2023-03-11,10.1,8.9,13.3,2
106,동해,2023-03-12,9.2,3.6,14.2,2.5
106,동해,2023-03-13,5.1,.6,9.1,3.1
106,동해,2023-03-14,10.6,5.7,15.5,1.5
106,동해,2023-03-15,16.1,9.6,21.9,2.3
106,동해,2023-03-16,7.7,4,15.2,2.4
106,동해,2023-03-17,7.2,1.8,10.7,1.8
106,동해,2023-03-18,9.1,4.9,13.3,1.5
106,동해,2023-03-19,10.6,5.5,15.9,2
106,동해,2023-03-20,12.4,6.8,17.1,1.7
106,동해,2023-03-21,13.8,9.3,17.7,1.7
106,동해,2023-03-22,13.2,6.6,18,1.9
106,동해,2023-03-23,11.3,8.2,13.5,1.5
106,동해,2023-03-24,9,7.3,10.7,1.4
106,동해,2023-03-25,8.6,7.5,9.7,1.2
106,동해,2023-03-26,8,5,9.8,2.2
106,동해,2023-03-27,7.7,2.4,12.8,1.8
106,동해,2023-03-28,9.9,4.3,14.6,2.3
106,동해,2023-03-29,12.1,6.5,16.1,1.8
106,동해,2023-03-30,17.5,10.6,24.8,1.8
106,동해,2023-03-31,15.3,9.8,19.8,2.6
106,동해,2023-04-01,12.7,8.5,16.9,1.6
106,동해,2023-04-02,11.4,7,15.9,1.8
106,동해,2023-04-03,11.7,6.3,16.3,1.6
106,동해,2023-04-04,12.3,6.9,15.8,2.1
106,동해,2023-04-05,12.9,9.5,16.8,2.4
106,동해,2023-04-06,14,9.7,17.4,1.6
106,동해,2023-04-07,12.9,9.3,17.3,2.9
106,동해,2023-04-08,12,6.6,17.2,4.1
106,동해,2023-04-09,14.1,8.4,18.8,2.9
106,동해,2023-04-10,17.5,11.6,23.6,2.3
106,동해,2023-04-11,19.7,14.9,25.2,6.7
106,동해,2023-04-12,14.2,10.4,19.4,3
106,동해,2023-04-13,17,8.6,22.6,1.7
106,동해,2023-04-14,15.8,13.3,19.6,1.8
106,동해,2023-04-15,10.5,8.6,13.6,2.8
106,동해,2023-04-16,9.8,7,12.5,2.2
106,동해,2023-04-17,12.1,5.9,16.2,1.6
106,동해,2023-04-18,12.9,10.6,16.1,1.4
106,동해,2023-04-19,14.8,10,18.6,1.9
106,동해,2023-04-20,22.3,12.7,29.6,2.2
106,동해,2023-04-21,13.9,10.6,18.2,2.2
106,동해,2023-04-22,11.7,7.4,15.9,2.9
106,동해,2023-04-23,12.1,6.7,16.1,2.2
106,동해,2023-04-24,12.7,8.4,16,2.7
106,동해,2023-04-25,11.4,6.8,15.4,1.6
106,동해,2023-04-26,12.2,7.8,18.3,2.1
106,동해,2023-04-27,13.4,6.9,17.7,2.3
106,동해,2023-04-28,17.2,11.2,23.1,1.6
106,동해,2023-04-29,17,14,21.4,2.1
106,동해,2023-04-30,16.3,12.4,21.1,3.1
106,동해,2023-05-01,14.3,9,20.3,3.2
106,동해,2023-05-02,16.4,9.8,20.8,2.1
106,동해,2023-05-03,18.7,13.2,23.6,1.5
106,동해,2023-05-04,19.5,16.5,22.6,1.3
106,동해,2023-05-05,15,11.9,21.3,2.7
106,동해,2023-05-06,10.8,10,12,3.2
106,동해,2023-05-07,11.5,8.6,14.3,2.2
106,동해,2023-05-08,12.7,6.1,17.8,1.5
106,동해,2023-05-09,20.8,12.5,25.9,2.5
106,동해,2023-05-10,17.2,14.7,20.7,1.7
106,동해,2023-05-11,15.7,12.1,18.4,2.5
106,동해,2023-05-12,16.2,12.1,19.2,1
106,동해,2023-05-13,15.8,14.3,19.7,1.5
106,동해,2023-05-14,15.8,13,19.4,1.2
106,동해,2023-05-15,17.3,12,25.2,1.3
106,동해,2023-05-16,25.9,17.6,33.5,1.6
106,동해,2023-05-17,26,20,34.3,1.9
106,동해,2023-05-18,20.4,17.4,24.2,1.8
106,동해,2023-05-19,15.8,12.7,19.3,2.7
106,동해,2023-05-20,17.2,12.1,23.5,1.9
106,동해,2023-05-21,20.8,18.8,23.8,1.3
106,동해,2023-05-22,17.9,13.2,21.4,2.4
106,동해,2023-05-23,15.9,10.7,20.9,1.7
106,동해,2023-05-24,17.9,10.6,22.8,1.9
106,동해,2023-05-25,18.2,14.2,22.5,1.8
106,동해,2023-05-26,18.5,15.8,22.6,2.2
106,동해,2023-05-27,19.7,15.1,23.2,.9
106,동해,2023-05-28,16.9,15,18.1,.7
106,동해,2023-05-29,17.4,15.6,19.3,.7
106,동해,2023-05-30,17.1,15.1,19.9,1.8
106,동해,2023-05-31,17.3,12.2,20,1.9
106,동해,2023-06-01,19.7,14.8,25.3,1.1
106,동해,2023-06-02,19.6,17,25.2,2
